"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
903,"1","2024-07-06T21:44:16.568549Z",903,"gs://nutritional-table-image-data/resized_images/resized_image_124.jpg","[{""x"":5.597014925373135,""y"":9.701492537313435,""width"":90.29850746268652,""height"":79.66417910447757,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",21.18,"2024-07-06T21:44:16.568549Z"
904,"1","2024-07-06T21:44:33.155915Z",904,"gs://nutritional-table-image-data/resized_images/resized_image_125.jpg","[{""x"":8.955223880597014,""y"":0.5597014925373134,""width"":76.67910447761194,""height"":91.79104477611939,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",16.228,"2024-07-06T21:44:33.155915Z"
905,"1","2024-07-06T21:44:50.829470Z",905,"gs://nutritional-table-image-data/resized_images/resized_image_126.jpg","[{""x"":45.895522388059725,""y"":10.820895522388058,""width"":37.12686567164177,""height"":27.611940298507463,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",17.335,"2024-07-06T21:44:50.829470Z"
906,"1","2024-07-06T21:45:02.475875Z",906,"gs://nutritional-table-image-data/resized_images/resized_image_127.jpg","[{""x"":2.2388059701492535,""y"":2.798507462686567,""width"":91.23134328358208,""height"":76.86567164179104,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",11.287,"2024-07-06T21:45:02.475875Z"
907,"1","2024-07-06T21:45:18.902936Z",907,"gs://nutritional-table-image-data/resized_images/resized_image_128.jpg","[{""x"":5.7835820895522385,""y"":2.798507462686567,""width"":89.7388059701492,""height"":94.02985074626862,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",16.076,"2024-07-06T21:45:18.902936Z"
908,"1","2024-07-06T21:45:31.663075Z",908,"gs://nutritional-table-image-data/resized_images/resized_image_129.jpg","[{""x"":1.1194029850746268,""y"":46.64179104477612,""width"":44.02985074626866,""height"":28.54477611940299,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",12.413,"2024-07-06T21:45:31.663075Z"
909,"1","2024-07-06T21:45:49.151113Z",909,"gs://nutritional-table-image-data/resized_images/resized_image_13.jpg","[{""x"":12.686567164179088,""y"":19.589552238805968,""width"":77.61194029850743,""height"":28.544776119402997,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",17.135,"2024-07-06T21:45:49.152110Z"
910,"1","2024-07-06T21:46:06.236944Z",910,"gs://nutritional-table-image-data/resized_images/resized_image_130.jpg","[{""x"":9.701492537313442,""y"":1.8656716417910446,""width"":81.71641791044787,""height"":93.84328358208957,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",16.697,"2024-07-06T21:46:06.236944Z"
911,"1","2024-07-06T21:46:21.455892Z",911,"gs://nutritional-table-image-data/resized_images/resized_image_131.jpg","[{""x"":5.223880597014922,""y"":7.08955223880597,""width"":94.77611940298509,""height"":86.00746268656695,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",14.838,"2024-07-06T21:46:21.455892Z"
912,"1","2024-07-06T21:46:44.422918Z",912,"gs://nutritional-table-image-data/resized_images/resized_image_132.jpg","[{""x"":6.156716417910448,""y"":5.223880597014923,""width"":91.41791044776107,""height"":81.15671641791033,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",22.582,"2024-07-06T21:46:44.422918Z"
913,"1","2024-07-06T21:46:53.223938Z",913,"gs://nutritional-table-image-data/resized_images/resized_image_133.jpg","[{""x"":2.6119402985074625,""y"":32.83582089552239,""width"":85.44776119402985,""height"":37.313432835820905,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",8.459,"2024-07-06T21:46:53.223938Z"
914,"1","2024-07-06T21:46:59.722933Z",914,"gs://nutritional-table-image-data/resized_images/resized_image_134.jpg","[{""x"":22.388059701492537,""y"":22.201492537313435,""width"":75,""height"":54.47761194029851,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",6.154,"2024-07-06T21:46:59.722933Z"
915,"1","2024-07-06T21:47:16.759000Z",915,"gs://nutritional-table-image-data/resized_images/resized_image_135.jpg","[{""x"":1.3059701492537321,""y"":9.888059701492535,""width"":93.4701492537314,""height"":80.97014925373132,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",16.694,"2024-07-06T21:47:16.759000Z"
916,"1","2024-07-06T21:47:35.311526Z",916,"gs://nutritional-table-image-data/resized_images/resized_image_136.jpg","[{""x"":7.276119402985069,""y"":11.007462686567163,""width"":86.75373134328355,""height"":75.18656716417912,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",18.187,"2024-07-06T21:47:35.311526Z"
917,"1","2024-07-06T21:47:52.642461Z",917,"gs://nutritional-table-image-data/resized_images/resized_image_137.jpg","[{""x"":11.380597014925373,""y"":27.42537313432835,""width"":80.97014925373132,""height"":65.67164179104479,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",17.004,"2024-07-06T21:47:52.642461Z"
918,"1","2024-07-06T21:48:15.109139Z",918,"gs://nutritional-table-image-data/resized_images/resized_image_138.jpg","[{""x"":2.052238805970149,""y"":2.9850746268656714,""width"":96.45522388059698,""height"":89.92537313432838,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",22.107,"2024-07-06T21:48:15.109139Z"
919,"1","2024-07-06T21:48:36.028405Z",919,"gs://nutritional-table-image-data/resized_images/resized_image_139.jpg","[{""x"":4.477611940298509,""y"":13.059701492537318,""width"":94.02985074626866,""height"":76.86567164179104,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",20.563,"2024-07-06T21:48:36.028405Z"
920,"1","2024-07-06T21:48:52.004989Z",920,"gs://nutritional-table-image-data/resized_images/resized_image_14.jpg","[{""x"":9.701492537313449,""y"":4.4776119402985035,""width"":79.10447761194037,""height"":74.4402985074627,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",15.675,"2024-07-06T21:48:52.004989Z"
921,"1","2024-07-06T21:49:02.591980Z",921,"gs://nutritional-table-image-data/resized_images/resized_image_140.jpg","[{""x"":3.9179104477611943,""y"":0.3731343283582089,""width"":91.41791044776119,""height"":95.8955223880597,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",10.204,"2024-07-06T21:49:02.591980Z"
922,"1","2024-07-06T21:49:17.020340Z",922,"gs://nutritional-table-image-data/resized_images/resized_image_141.jpg","[{""x"":11.194029850746269,""y"":12.5,""width"":74.62686567164178,""height"":86.75373134328358,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",14.086,"2024-07-06T21:49:17.020340Z"
923,"1","2024-07-06T21:49:38.913365Z",923,"gs://nutritional-table-image-data/resized_images/resized_image_142.jpg","[{""x"":16.791044776119403,""y"":4.477611940298506,""width"":73.13432835820892,""height"":92.5373134328358,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",21.548,"2024-07-06T21:49:38.913365Z"
924,"1","2024-07-06T21:49:52.385156Z",924,"gs://nutritional-table-image-data/resized_images/resized_image_143.jpg","[{""x"":3.1716417910447743,""y"":1.8656716417910446,""width"":95.33582089552239,""height"":89.73880597014923,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",13.084,"2024-07-06T21:49:52.385156Z"
925,"1","2024-07-06T21:50:02.589101Z",925,"gs://nutritional-table-image-data/resized_images/resized_image_144.jpg","[{""x"":4.850746268656716,""y"":0,""width"":92.91044776119404,""height"":94.77611940298507,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.781,"2024-07-06T21:50:02.589101Z"
926,"1","2024-07-06T21:50:12.178882Z",926,"gs://nutritional-table-image-data/resized_images/resized_image_145.jpg","[{""x"":22.388059701492548,""y"":23.694029850746265,""width"":57.08955223880595,""height"":39.179104477611894,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.243,"2024-07-06T21:50:12.178882Z"
927,"1","2024-07-06T21:50:33.343410Z",927,"gs://nutritional-table-image-data/resized_images/resized_image_146.jpg","[{""x"":7.462686567164181,""y"":9.514925373134327,""width"":85.82089552238794,""height"":87.31343283582078,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",20.755,"2024-07-06T21:50:33.343410Z"
928,"1","2024-07-06T21:50:51.663961Z",928,"gs://nutritional-table-image-data/resized_images/resized_image_147.jpg","[{""x"":15.671641791044774,""y"":2.425373134328359,""width"":76.86567164179102,""height"":86.94029850746267,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",17.933,"2024-07-06T21:50:51.663961Z"
929,"1","2024-07-06T21:51:07.076089Z",929,"gs://nutritional-table-image-data/resized_images/resized_image_148.jpg","[{""x"":10.447761194029853,""y"":7.649253731343279,""width"":84.32835820895528,""height"":86.9402985074627,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",15.027,"2024-07-06T21:51:07.076089Z"
930,"1","2024-07-06T21:51:17.678962Z",930,"gs://nutritional-table-image-data/resized_images/resized_image_149.jpg","[{""x"":5.7835820895522385,""y"":2.2388059701492526,""width"":93.47014925373132,""height"":89.17910447761189,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",10.23,"2024-07-06T21:51:17.678962Z"
931,"1","2024-07-06T21:51:31.117410Z",931,"gs://nutritional-table-image-data/resized_images/resized_image_15.jpg","[{""x"":16.604477611940293,""y"":33.7686567164179,""width"":67.7238805970149,""height"":28.731343283582067,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",12.996,"2024-07-06T21:51:31.117410Z"
932,"1","2024-07-06T21:51:47.434024Z",932,"gs://nutritional-table-image-data/resized_images/resized_image_150.jpg","[{""x"":1.8656716417910446,""y"":2.425373134328359,""width"":93.2835820895522,""height"":77.23880597014924,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",15.958,"2024-07-06T21:51:47.434024Z"
933,"1","2024-07-06T21:51:57.450688Z",933,"gs://nutritional-table-image-data/resized_images/resized_image_151.jpg","[{""x"":2.6119402985074625,""y"":0.5597014925373134,""width"":92.16417910447761,""height"":98.50746268656715,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.648,"2024-07-06T21:51:57.450688Z"
934,"1","2024-07-06T21:52:11.197596Z",934,"gs://nutritional-table-image-data/resized_images/resized_image_152.jpg","[{""x"":5.410447761194029,""y"":2.9850746268656683,""width"":86.38059701492536,""height"":92.72388059701497,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",13.388,"2024-07-06T21:52:11.198595Z"
935,"1","2024-07-06T21:52:22.767957Z",935,"gs://nutritional-table-image-data/resized_images/resized_image_153.jpg","[{""x"":13.619402985074627,""y"":23.134328358208954,""width"":65.48507462686567,""height"":24.813432835820898,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",11.215,"2024-07-06T21:52:22.767957Z"
936,"1","2024-07-06T21:52:32.202401Z",936,"gs://nutritional-table-image-data/resized_images/resized_image_154.jpg","[{""x"":1.1194029850746268,""y"":8.582089552238806,""width"":94.40298507462686,""height"":87.31343283582089,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.102,"2024-07-06T21:52:32.202401Z"
937,"1","2024-07-06T21:52:48.790824Z",937,"gs://nutritional-table-image-data/resized_images/resized_image_155.jpg","[{""x"":6.343283582089552,""y"":41.23134328358204,""width"":79.10447761194037,""height"":48.32089552238807,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",16.201,"2024-07-06T21:52:48.790824Z"
938,"1","2024-07-06T21:53:07.882929Z",938,"gs://nutritional-table-image-data/resized_images/resized_image_156.jpg","[{""x"":2.2388059701492535,""y"":2.0522388059701475,""width"":89.55223880597018,""height"":83.76865671641787,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",18.714,"2024-07-06T21:53:07.882929Z"
939,"1","2024-07-06T21:53:18.498070Z",939,"gs://nutritional-table-image-data/resized_images/resized_image_157.jpg","[{""x"":11.007462686567164,""y"":39.365671641791046,""width"":56.34328358208956,""height"":32.08955223880597,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",10.245,"2024-07-06T21:53:18.498070Z"
940,"1","2024-07-06T21:53:29.358944Z",940,"gs://nutritional-table-image-data/resized_images/resized_image_158.jpg","[{""x"":12.87313432835821,""y"":6.156716417910448,""width"":74.06716417910448,""height"":87.87313432835822,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",10.487,"2024-07-06T21:53:29.358944Z"
941,"1","2024-07-06T21:53:38.199275Z",941,"gs://nutritional-table-image-data/resized_images/resized_image_159.jpg","[{""x"":3.731343283582089,""y"":4.664179104477612,""width"":87.68656716417911,""height"":82.46268656716418,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",8.49,"2024-07-06T21:53:38.199275Z"
942,"1","2024-07-06T21:53:45.812999Z",942,"gs://nutritional-table-image-data/resized_images/resized_image_16.jpg","[{""x"":11.380597014925373,""y"":24.62686567164179,""width"":55.410447761194035,""height"":27.98507462686567,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",7.23,"2024-07-06T21:53:45.812999Z"
943,"1","2024-07-06T21:53:54.258794Z",943,"gs://nutritional-table-image-data/resized_images/resized_image_160.jpg","[{""x"":11.940298507462686,""y"":13.432835820895523,""width"":84.32835820895522,""height"":80.41044776119404,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",8.084,"2024-07-06T21:53:54.258794Z"
944,"1","2024-07-06T21:54:04.828900Z",944,"gs://nutritional-table-image-data/resized_images/resized_image_161.jpg","[{""x"":3.731343283582089,""y"":13.432835820895523,""width"":65.67164179104478,""height"":31.34328358208955,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",10.227,"2024-07-06T21:54:04.828900Z"
945,"1","2024-07-06T21:54:19.343906Z",945,"gs://nutritional-table-image-data/resized_images/resized_image_162.jpg","[{""x"":4.477611940298507,""y"":13.059701492537313,""width"":90.11194029850748,""height"":76.67910447761193,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",14.197,"2024-07-06T21:54:19.343906Z"
946,"1","2024-07-06T21:54:33.683056Z",946,"gs://nutritional-table-image-data/resized_images/resized_image_163.jpg","[{""x"":6.7164179104477615,""y"":19.21641791044776,""width"":84.51492537313433,""height"":65.85820895522389,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",13.999,"2024-07-06T21:54:33.684088Z"
947,"1","2024-07-06T21:54:41.498108Z",947,"gs://nutritional-table-image-data/resized_images/resized_image_164.jpg","[{""x"":2.9850746268656714,""y"":16.791044776119403,""width"":97.01492537313433,""height"":61.940298507462686,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",7.439,"2024-07-06T21:54:41.498108Z"
948,"1","2024-07-06T21:54:51.217978Z",948,"gs://nutritional-table-image-data/resized_images/resized_image_166.jpg","[{""x"":7.835820895522389,""y"":11.753731343283583,""width"":87.3134328358209,""height"":79.8507462686567,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.36,"2024-07-06T21:54:51.217978Z"
949,"1","2024-07-06T21:55:32.601531Z",949,"gs://nutritional-table-image-data/resized_images/resized_image_167.jpg","[{""x"":25.37313432835821,""y"":39.17910447761194,""width"":41.791044776119406,""height"":19.029850746268657,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",40.984,"2024-07-06T21:55:32.601531Z"
950,"1","2024-07-06T21:55:42.103950Z",950,"gs://nutritional-table-image-data/resized_images/resized_image_168.jpg","[{""x"":24.253731343283583,""y"":31.343283582089555,""width"":44.40298507462686,""height"":26.679104477611936,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",9.084,"2024-07-06T21:55:42.103950Z"
951,"1","2024-07-06T21:55:49.769040Z",951,"gs://nutritional-table-image-data/resized_images/resized_image_169.jpg","",7.294,"2024-07-06T21:55:49.770549Z"
952,"1","2024-07-06T21:56:03.569062Z",952,"gs://nutritional-table-image-data/resized_images/resized_image_17.jpg","[{""x"":2.6119402985074625,""y"":63.99253731343285,""width"":95.89552238805975,""height"":33.02238805970149,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",13.441,"2024-07-06T21:56:03.569062Z"
953,"1","2024-07-06T21:56:12.102911Z",953,"gs://nutritional-table-image-data/resized_images/resized_image_170.jpg","[{""x"":4.850746268656716,""y"":21.641791044776117,""width"":81.71641791044775,""height"":49.06716417910448,""rotation"":0,""rectanglelabels"":[""nutritional_table""],""original_width"":224,""original_height"":224}]",8.17,"2024-07-06T21:56:12.102911Z"
